Class 0:

Weight	Rule
0.002646900713443756	~13_10 & ~13_11 & ~13_12 & ~13_13 & ~13_14 & ~13_16 | ~13_10 & ~13_11 & ~13_12 & ~13_13 & ~13_14 & ~13_18 | ~13_10 & ~13_11 & ~13_12 & ~13_13 & ~13_16 & ~13_18
-0.01346958614885807	~13_14 & ~13_15 & ~13_16 & ~13_18 & ~13_19 & ~13_21 | ~13_14 & ~13_15 & ~13_16 & ~13_18 & ~13_19 & ~13_22 | ~13_14 & ~13_15 & ~13_16 & ~13_18 & ~13_21 & ~13_22
-0.0120733343064785	~13_19 & ~13_20 & ~13_21 & ~13_22 & ~13_24 & ~13_28 | ~13_19 & ~13_20 & ~13_21 & ~13_22 & ~13_24 & ~13_29 | ~13_19 & ~13_20 & ~13_21 & ~13_22 & ~13_28 & ~13_29
-0.0007030754932202399	~13_24 & ~13_25 & ~13_28 & ~13_29 & ~13_37 & ~13_46 | ~13_24 & ~13_25 & ~13_28 & ~13_29 & ~13_37 & ~13_54 | ~13_24 & ~13_25 & ~13_28 & ~13_29 & ~13_46 & ~13_54
-0.0015146963996812701	~13_37 & ~13_42 & ~13_46 & ~13_54 & ~13_63 & ~13_76 | ~13_37 & ~13_42 & ~13_46 & ~13_54 & ~13_63 & ~14_1 | ~13_37 & ~13_42 & ~13_46 & ~13_54 & ~13_76 & ~14_1
0.0008800445939414203	~13_63 & ~13_64 & ~13_76 & ~14_1 & ~14_2 & ~14_4 | ~13_63 & ~13_64 & ~13_76 & ~14_1 & ~14_2 & ~14_5 | ~13_63 & ~13_64 & ~13_76 & ~14_1 & ~14_4 & ~14_5
0.0008244923665188253	~14_2 & ~14_3 & ~14_4 & ~14_5 & ~14_6 & ~14_8 | ~14_2 & ~14_3 & ~14_4 & ~14_5 & ~14_6 & ~14_9 | ~14_2 & ~14_3 & ~14_4 & ~14_5 & ~14_8 & ~14_9
0.01991504617035389	~14_6 & ~14_7 & ~14_8 & ~14_9 & ~14_10 & ~14_12 | ~14_6 & ~14_7 & ~14_8 & ~14_9 & ~14_10 & ~14_13 | ~14_6 & ~14_7 & ~14_8 & ~14_9 & ~14_12 & ~14_13
0.0323447659611702	~14_10 & ~14_11 & ~14_12 & ~14_13 & ~14_14 & ~14_16 | ~14_10 & ~14_11 & ~14_12 & ~14_13 & ~14_14 & ~14_17 | ~14_10 & ~14_11 & ~14_12 & ~14_13 & ~14_16 & ~14_17
0.0038319756276905537	~14_14 & ~14_15 & ~14_16 & ~14_17 & ~14_18 & ~14_21 | ~14_14 & ~14_15 & ~14_16 & ~14_17 & ~14_18 & ~16_>300 | ~14_14 & ~14_15 & ~14_16 & ~14_17 & ~14_21 & ~16_>300
-0.005594294518232346	~14_18 & ~14_19 & ~14_21 & ~16_>300 & ~16_None & ~17_>8 | ~14_18 & ~14_19 & ~14_21 & ~16_>300 & ~16_None & ~17_None | ~14_18 & ~14_19 & ~14_21 & ~16_>300 & ~17_>8 & ~17_None
-0.008369620889425278	~16_None & ~16_Norm & ~17_>8 & ~17_None & ~17_Norm & ~18_Steady | ~16_None & ~16_Norm & ~17_>8 & ~17_None & ~17_Norm & ~18_Up | ~16_None & ~16_Norm & ~17_>8 & ~17_None & ~18_Steady & ~18_Up
-0.00585817638784647	~17_Norm & ~18_No & ~18_Steady & ~18_Up & ~19_No & ~19_Up | ~17_Norm & ~18_No & ~18_Steady & ~18_Up & ~19_No & ~20_No | ~17_Norm & ~18_No & ~18_Steady & ~18_Up & ~19_Up & ~20_No
-0.003697688225656748	~19_No & ~19_Steady & ~19_Up & ~20_No & ~20_Steady & ~21_No | ~19_No & ~19_Steady & ~19_Up & ~20_No & ~20_Steady & ~21_Steady | ~19_No & ~19_Steady & ~19_Up & ~20_No & ~21_No & ~21_Steady
0.013138273730874062	~20_Steady & ~20_Up & ~21_No & ~21_Steady & ~21_Up & ~22_Steady | ~20_Steady & ~20_Up & ~21_No & ~21_Steady & ~21_Up & ~22_Up | ~20_Steady & ~20_Up & ~21_No & ~21_Steady & ~22_Steady & ~22_Up
-0.0010023951763287187	~21_Up & ~22_No & ~22_Steady & ~22_Up & ~23_Steady & ~24_Steady | ~21_Up & ~22_No & ~22_Steady & ~22_Up & ~23_Steady & ~24_Up | ~21_Up & ~22_No & ~22_Steady & ~22_Up & ~24_Steady & ~24_Up
0.0110573535785079	~23_Steady & ~24_No & ~24_Steady & ~24_Up & ~25_No & ~25_Up | ~23_Steady & ~24_No & ~24_Steady & ~24_Up & ~25_No & ~26_Steady | ~23_Steady & ~24_No & ~24_Steady & ~24_Up & ~25_Up & ~26_Steady
0.0023521045222878456	~25_No & ~25_Steady & ~25_Up & ~26_Steady & ~27_No & ~27_Up | ~25_No & ~25_Steady & ~25_Up & ~26_Steady & ~27_No & ~28_No | ~25_No & ~25_Steady & ~25_Up & ~26_Steady & ~27_Up & ~28_No
-0.013036311604082584	~27_No & ~27_Steady & ~27_Up & ~28_No & ~28_Steady & ~29_No | ~27_No & ~27_Steady & ~27_Up & ~28_No & ~28_Steady & ~29_Steady | ~27_No & ~27_Steady & ~27_Up & ~28_No & ~29_No & ~29_Steady
-0.00776744494214654	~28_Steady & ~28_Up & ~29_No & ~29_Steady & ~29_Up & ~30_Steady | ~28_Steady & ~28_Up & ~29_No & ~29_Steady & ~29_Up & ~30_Up | ~28_Steady & ~28_Up & ~29_No & ~29_Steady & ~30_Steady & ~30_Up
-0.007273675873875618	~29_Up & ~30_No & ~30_Steady & ~30_Up & ~31_Steady & ~32_Up | ~29_Up & ~30_No & ~30_Steady & ~30_Up & ~31_Steady & ~35_No | ~29_Up & ~30_No & ~30_Steady & ~30_Up & ~32_Up & ~35_No
-0.012941546738147736	~31_Steady & ~32_Steady & ~32_Up & ~35_No & ~35_Steady & ~36_No | ~31_Steady & ~32_Steady & ~32_Up & ~35_No & ~35_Steady & ~36_Steady | ~31_Steady & ~32_Steady & ~32_Up & ~35_No & ~36_No & ~36_Steady
-0.0035594988148659468	~35_Steady & ~35_Up & ~36_No & ~36_Steady & ~36_Up & ~38_Steady | ~35_Steady & ~35_Up & ~36_No & ~36_Steady & ~36_Up & ~39_Steady | ~35_Steady & ~35_Up & ~36_No & ~36_Steady & ~38_Steady & ~39_Steady
0.01074196770787239	~36_Up & ~37_Steady & ~38_Steady & ~39_Steady & ~40_Steady & ~42_Yes | ~36_Up & ~37_Steady & ~38_Steady & ~39_Steady & ~40_Steady & ~time_in_hospital_ST_ | ~36_Up & ~37_Steady & ~38_Steady & ~39_Steady & ~42_Yes & ~time_in_hospital_ST_
-0.0021211463026702404	~40_Steady & ~41_No & ~42_Yes & ~time_in_hospital_ST_ & ~num_lab_procedures_ST_ & ~num_medications_ST_ | ~40_Steady & ~41_No & ~42_Yes & ~time_in_hospital_ST_ & ~num_lab_procedures_ST_ & ~number_diagnoses_ST_ | ~40_Steady & ~41_No & ~42_Yes & ~time_in_hospital_ST_ & ~num_medications_ST_ & ~number_diagnoses_ST_
0.0016043654177337885	~num_lab_procedures_ST_ & ~num_procedures_ST_ & ~num_medications_ST_ & ~number_diagnoses_ST_ & ~time_in_hospital_ST_17.48 & ~num_procedures_ST_8.82 | ~num_lab_procedures_ST_ & ~num_procedures_ST_ & ~num_medications_ST_ & ~number_diagnoses_ST_ & ~time_in_hospital_ST_17.48 & ~num_medications_ST_51.66 | ~num_lab_procedures_ST_ & ~num_procedures_ST_ & ~num_medications_ST_ & ~number_diagnoses_ST_ & ~num_procedures_ST_8.82 & ~num_medications_ST_51.66
-0.005042988806962967	~time_in_hospital_ST_17.48 & ~num_lab_procedures_ST_129.36 & ~num_procedures_ST_8.82 & ~num_medications_ST_51.66 & ~number_diagnoses_ST_15.9 & ~num_lab_procedures_ST_21.86 | ~time_in_hospital_ST_17.48 & ~num_lab_procedures_ST_129.36 & ~num_procedures_ST_8.82 & ~num_medications_ST_51.66 & ~number_diagnoses_ST_15.9 & ~num_procedures_ST_-0.5 | ~time_in_hospital_ST_17.48 & ~num_lab_procedures_ST_129.36 & ~num_procedures_ST_8.82 & ~num_medications_ST_51.66 & ~num_lab_procedures_ST_21.86 & ~num_procedures_ST_-0.5
-0.014137815684080124	0_Asian & 2_10-20 | 2_10-20 & ~0_Other | 0_AfricanAmerican & 0_Caucasian & 2_10-20 | 0_Caucasian & 1_UnknownInvalid & 2_10-20 | 0_AfricanAmerican & 0_Asian & ~0_Other | 0_AfricanAmerican & 2_10-20 & ~0_Hispanic | 0_Asian & 0_Caucasian & ~0_Other | 0_Asian & 1_UnknownInvalid & ~0_Other | 0_Caucasian & 2_10-20 & ~0_Hispanic | 0_Caucasian & 2_10-20 & ~1_Male | 1_UnknownInvalid & 2_10-20 & ~0_Hispanic | 0_AfricanAmerican & 0_Asian & 0_Caucasian & 1_UnknownInvalid | 0_Asian & ~0_Hispanic & ~0_Other | 0_Asian & ~0_Other & ~1_Male | 0_Caucasian & ~0_Hispanic & ~0_Other | 2_10-20 & ~0_Hispanic & ~1_Male | 0_AfricanAmerican & 0_Asian & 0_Caucasian & ~0_Hispanic | 0_AfricanAmerican & 0_Asian & 0_Caucasian & ~1_Male | 0_AfricanAmerican & 0_Asian & 1_UnknownInvalid & ~0_Hispanic | 0_AfricanAmerican & 0_Caucasian & 1_UnknownInvalid & ~0_Other | 0_AfricanAmerican & 1_UnknownInvalid & 2_10-20 & ~1_Male | 0_Asian & 0_Caucasian & 1_UnknownInvalid & ~0_Hispanic | 0_Asian & 0_Caucasian & 1_UnknownInvalid & ~1_Male | 0_AfricanAmerican & 0_Asian & ~0_Hispanic & ~1_Male | 0_AfricanAmerican & 0_Caucasian & ~0_Other & ~1_Male | 0_AfricanAmerican & 1_UnknownInvalid & ~0_Hispanic & ~0_Other | 0_AfricanAmerican & 1_UnknownInvalid & ~0_Other & ~1_Male | 0_Asian & 0_Caucasian & ~0_Hispanic & ~1_Male | 0_Asian & 1_UnknownInvalid & ~0_Hispanic & ~1_Male | 0_Caucasian & 1_UnknownInvalid & ~0_Other & ~1_Male | 0_AfricanAmerican & ~0_Hispanic & ~0_Other & ~1_Male | 1_UnknownInvalid & ~0_Hispanic & ~0_Other & ~1_Male | 0_AfricanAmerican & 0_Caucasian & 1_UnknownInvalid & ~0_Hispanic & ~1_Male
0.04585409536957741	1_Male & 2_50-60 | 2_50-60 & ~2_20-30 | 0_Other & 1_UnknownInvalid & 2_50-60 | 1_UnknownInvalid & 2_40-50 & 2_50-60 | 0_Other & 1_Male & ~2_20-30 | 0_Other & 2_50-60 & ~2_10-20 | 1_Male & 1_UnknownInvalid & ~2_20-30 | 1_Male & 2_40-50 & ~2_20-30 | 1_UnknownInvalid & 2_50-60 & ~2_10-20 | 1_UnknownInvalid & 2_50-60 & ~2_30-40 | 2_40-50 & 2_50-60 & ~2_10-20 | 0_Other & 1_Male & 1_UnknownInvalid & 2_40-50 | 1_Male & ~2_10-20 & ~2_20-30 | 1_Male & ~2_20-30 & ~2_30-40 | 1_UnknownInvalid & ~2_10-20 & ~2_20-30 | 2_50-60 & ~2_10-20 & ~2_30-40 | 0_Other & 1_Male & 1_UnknownInvalid & ~2_10-20 | 0_Other & 1_Male & 1_UnknownInvalid & ~2_30-40 | 0_Other & 1_Male & 2_40-50 & ~2_10-20 | 0_Other & 1_UnknownInvalid & 2_40-50 & ~2_20-30 | 0_Other & 2_40-50 & 2_50-60 & ~2_30-40 | 1_Male & 1_UnknownInvalid & 2_40-50 & ~2_10-20 | 1_Male & 1_UnknownInvalid & 2_40-50 & ~2_30-40 | 0_Other & 1_Male & ~2_10-20 & ~2_30-40 | 0_Other & 1_UnknownInvalid & ~2_20-30 & ~2_30-40 | 0_Other & 2_40-50 & ~2_10-20 & ~2_20-30 | 0_Other & 2_40-50 & ~2_20-30 & ~2_30-40 | 1_Male & 1_UnknownInvalid & ~2_10-20 & ~2_30-40 | 1_Male & 2_40-50 & ~2_10-20 & ~2_30-40 | 1_UnknownInvalid & 2_40-50 & ~2_20-30 & ~2_30-40 | 0_Other & ~2_10-20 & ~2_20-30 & ~2_30-40 | 2_40-50 & ~2_10-20 & ~2_20-30 & ~2_30-40 | 0_Other & 1_UnknownInvalid & 2_40-50 & ~2_10-20 & ~2_30-40
-0.0657055601477623	2_30-40 & 2_90-100 | 2_90-100 & ~2_60-70 | 2_20-30 & 2_40-50 & 2_90-100 | 2_40-50 & 2_80-90 & 2_90-100 | 2_20-30 & 2_30-40 & ~2_60-70 | 2_20-30 & 2_90-100 & ~2_50-60 | 2_30-40 & 2_40-50 & ~2_60-70 | 2_30-40 & 2_80-90 & ~2_60-70 | 2_40-50 & 2_90-100 & ~2_50-60 | 2_40-50 & 2_90-100 & ~2_70-80 | 2_80-90 & 2_90-100 & ~2_50-60 | 2_20-30 & 2_30-40 & 2_40-50 & 2_80-90 | 2_30-40 & ~2_50-60 & ~2_60-70 | 2_30-40 & ~2_60-70 & ~2_70-80 | 2_40-50 & ~2_50-60 & ~2_60-70 | 2_90-100 & ~2_50-60 & ~2_70-80 | 2_20-30 & 2_30-40 & 2_40-50 & ~2_50-60 | 2_20-30 & 2_30-40 & 2_40-50 & ~2_70-80 | 2_20-30 & 2_30-40 & 2_80-90 & ~2_50-60 | 2_20-30 & 2_40-50 & 2_80-90 & ~2_60-70 | 2_20-30 & 2_80-90 & 2_90-100 & ~2_70-80 | 2_30-40 & 2_40-50 & 2_80-90 & ~2_50-60 | 2_30-40 & 2_40-50 & 2_80-90 & ~2_70-80 | 2_20-30 & 2_30-40 & ~2_50-60 & ~2_70-80 | 2_20-30 & 2_40-50 & ~2_60-70 & ~2_70-80 | 2_20-30 & 2_80-90 & ~2_50-60 & ~2_60-70 | 2_20-30 & 2_80-90 & ~2_60-70 & ~2_70-80 | 2_30-40 & 2_40-50 & ~2_50-60 & ~2_70-80 | 2_30-40 & 2_80-90 & ~2_50-60 & ~2_70-80 | 2_40-50 & 2_80-90 & ~2_60-70 & ~2_70-80 | 2_20-30 & ~2_50-60 & ~2_60-70 & ~2_70-80 | 2_80-90 & ~2_50-60 & ~2_60-70 & ~2_70-80 | 2_20-30 & 2_40-50 & 2_80-90 & ~2_50-60 & ~2_70-80
0.059584956616163254	2_70-80 & 3_[125-150) | 3_[125-150) & ~3_? | 2_60-70 & 2_80-90 & 3_[125-150) | 2_80-90 & 3_[100-125) & 3_[125-150) | 2_60-70 & 2_70-80 & ~3_? | 2_60-70 & 3_[125-150) & ~2_90-100 | 2_70-80 & 2_80-90 & ~3_? | 2_70-80 & 3_[100-125) & ~3_? | 2_80-90 & 3_[125-150) & ~2_90-100 | 2_80-90 & 3_[125-150) & ~3_[0-25) | 3_[100-125) & 3_[125-150) & ~2_90-100 | 2_60-70 & 2_70-80 & 2_80-90 & 3_[100-125) | 2_70-80 & ~2_90-100 & ~3_? | 2_70-80 & ~3_? & ~3_[0-25) | 2_80-90 & ~2_90-100 & ~3_? | 3_[125-150) & ~2_90-100 & ~3_[0-25) | 2_60-70 & 2_70-80 & 2_80-90 & ~2_90-100 | 2_60-70 & 2_70-80 & 2_80-90 & ~3_[0-25) | 2_60-70 & 2_70-80 & 3_[100-125) & ~2_90-100 | 2_60-70 & 2_80-90 & 3_[100-125) & ~3_? | 2_60-70 & 3_[100-125) & 3_[125-150) & ~3_[0-25) | 2_70-80 & 2_80-90 & 3_[100-125) & ~2_90-100 | 2_70-80 & 2_80-90 & 3_[100-125) & ~3_[0-25) | 2_60-70 & 2_70-80 & ~2_90-100 & ~3_[0-25) | 2_60-70 & 2_80-90 & ~3_? & ~3_[0-25) | 2_60-70 & 3_[100-125) & ~2_90-100 & ~3_? | 2_60-70 & 3_[100-125) & ~3_? & ~3_[0-25) | 2_70-80 & 2_80-90 & ~2_90-100 & ~3_[0-25) | 2_70-80 & 3_[100-125) & ~2_90-100 & ~3_[0-25) | 2_80-90 & 3_[100-125) & ~3_? & ~3_[0-25) | 2_60-70 & ~2_90-100 & ~3_? & ~3_[0-25) | 3_[100-125) & ~2_90-100 & ~3_? & ~3_[0-25) | 2_60-70 & 2_80-90 & 3_[100-125) & ~2_90-100 & ~3_[0-25)
-0.062017831951379776	3_[0-25) & 3_[50-75) | 3_[50-75) & ~3_[150-175) | 3_? & 3_[100-125) & 3_[50-75) | 3_[100-125) & 3_[25-50) & 3_[50-75) | 3_? & 3_[0-25) & ~3_[150-175) | 3_? & 3_[50-75) & ~3_[125-150) | 3_[0-25) & 3_[100-125) & ~3_[150-175) | 3_[0-25) & 3_[25-50) & ~3_[150-175) | 3_[100-125) & 3_[50-75) & ~3_[125-150) | 3_[100-125) & 3_[50-75) & ~3_[175-200) | 3_[25-50) & 3_[50-75) & ~3_[125-150) | 3_? & 3_[0-25) & 3_[100-125) & 3_[25-50) | 3_[0-25) & ~3_[125-150) & ~3_[150-175) | 3_[0-25) & ~3_[150-175) & ~3_[175-200) | 3_[100-125) & ~3_[125-150) & ~3_[150-175) | 3_[50-75) & ~3_[125-150) & ~3_[175-200) | 3_? & 3_[0-25) & 3_[100-125) & ~3_[125-150) | 3_? & 3_[0-25) & 3_[100-125) & ~3_[175-200) | 3_? & 3_[0-25) & 3_[25-50) & ~3_[125-150) | 3_? & 3_[100-125) & 3_[25-50) & ~3_[150-175) | 3_? & 3_[25-50) & 3_[50-75) & ~3_[175-200) | 3_[0-25) & 3_[100-125) & 3_[25-50) & ~3_[125-150) | 3_[0-25) & 3_[100-125) & 3_[25-50) & ~3_[175-200) | 3_? & 3_[0-25) & ~3_[125-150) & ~3_[175-200) | 3_? & 3_[100-125) & ~3_[150-175) & ~3_[175-200) | 3_? & 3_[25-50) & ~3_[125-150) & ~3_[150-175) | 3_? & 3_[25-50) & ~3_[150-175) & ~3_[175-200) | 3_[0-25) & 3_[100-125) & ~3_[125-150) & ~3_[175-200) | 3_[0-25) & 3_[25-50) & ~3_[125-150) & ~3_[175-200) | 3_[100-125) & 3_[25-50) & ~3_[150-175) & ~3_[175-200) | 3_? & ~3_[125-150) & ~3_[150-175) & ~3_[175-200) | 3_[25-50) & ~3_[125-150) & ~3_[150-175) & ~3_[175-200) | 3_? & 3_[100-125) & 3_[25-50) & ~3_[125-150) & ~3_[175-200)
0.029973704367876053	3_[175-200) & 4_4 | 4_4 & ~3_[75-100) | 3_[150-175) & 3_[25-50) & 4_4 | 3_[25-50) & 4_3 & 4_4 | 3_[150-175) & 3_[175-200) & ~3_[75-100) | 3_[150-175) & 4_4 & ~3_[50-75) | 3_[175-200) & 3_[25-50) & ~3_[75-100) | 3_[175-200) & 4_3 & ~3_[75-100) | 3_[25-50) & 4_4 & ~3_[50-75) | 3_[25-50) & 4_4 & ~4_2 | 4_3 & 4_4 & ~3_[50-75) | 3_[150-175) & 3_[175-200) & 3_[25-50) & 4_3 | 3_[175-200) & ~3_[50-75) & ~3_[75-100) | 3_[175-200) & ~3_[75-100) & ~4_2 | 3_[25-50) & ~3_[50-75) & ~3_[75-100) | 4_4 & ~3_[50-75) & ~4_2 | 3_[150-175) & 3_[175-200) & 3_[25-50) & ~3_[50-75) | 3_[150-175) & 3_[175-200) & 3_[25-50) & ~4_2 | 3_[150-175) & 3_[175-200) & 4_3 & ~3_[50-75) | 3_[150-175) & 3_[25-50) & 4_3 & ~3_[75-100) | 3_[150-175) & 4_3 & 4_4 & ~4_2 | 3_[175-200) & 3_[25-50) & 4_3 & ~3_[50-75) | 3_[175-200) & 3_[25-50) & 4_3 & ~4_2 | 3_[150-175) & 3_[175-200) & ~3_[50-75) & ~4_2 | 3_[150-175) & 3_[25-50) & ~3_[75-100) & ~4_2 | 3_[150-175) & 4_3 & ~3_[50-75) & ~3_[75-100) | 3_[150-175) & 4_3 & ~3_[75-100) & ~4_2 | 3_[175-200) & 3_[25-50) & ~3_[50-75) & ~4_2 | 3_[175-200) & 4_3 & ~3_[50-75) & ~4_2 | 3_[25-50) & 4_3 & ~3_[75-100) & ~4_2 | 3_[150-175) & ~3_[50-75) & ~3_[75-100) & ~4_2 | 4_3 & ~3_[50-75) & ~3_[75-100) & ~4_2 | 3_[150-175) & 3_[25-50) & 4_3 & ~3_[50-75) & ~4_2
-0.10840849578380585	4_2 & 4_8 | 4_8 & ~4_5 | 3_[75-100) & 4_3 & 4_8 | 4_3 & 4_7 & 4_8 | 3_[75-100) & 4_2 & ~4_5 | 3_[75-100) & 4_8 & ~4_4 | 4_2 & 4_3 & ~4_5 | 4_2 & 4_7 & ~4_5 | 4_3 & 4_8 & ~4_4 | 4_3 & 4_8 & ~4_6 | 4_7 & 4_8 & ~4_4 | 3_[75-100) & 4_2 & 4_3 & 4_7 | 4_2 & ~4_4 & ~4_5 | 4_2 & ~4_5 & ~4_6 | 4_3 & ~4_4 & ~4_5 | 4_8 & ~4_4 & ~4_6 | 3_[75-100) & 4_2 & 4_3 & ~4_4 | 3_[75-100) & 4_2 & 4_3 & ~4_6 | 3_[75-100) & 4_2 & 4_7 & ~4_4 | 3_[75-100) & 4_3 & 4_7 & ~4_5 | 3_[75-100) & 4_7 & 4_8 & ~4_6 | 4_2 & 4_3 & 4_7 & ~4_4 | 4_2 & 4_3 & 4_7 & ~4_6 | 3_[75-100) & 4_2 & ~4_4 & ~4_6 | 3_[75-100) & 4_3 & ~4_5 & ~4_6 | 3_[75-100) & 4_7 & ~4_4 & ~4_5 | 3_[75-100) & 4_7 & ~4_5 & ~4_6 | 4_2 & 4_3 & ~4_4 & ~4_6 | 4_2 & 4_7 & ~4_4 & ~4_6 | 4_3 & 4_7 & ~4_5 & ~4_6 | 3_[75-100) & ~4_4 & ~4_5 & ~4_6 | 4_7 & ~4_4 & ~4_5 & ~4_6 | 3_[75-100) & 4_3 & 4_7 & ~4_4 & ~4_6
-0.047087475657463074	4_6 & 5_5 | 5_5 & ~5_2 | 4_5 & 4_7 & 5_5 | 4_7 & 5_4 & 5_5 | 4_5 & 4_6 & ~5_2 | 4_5 & 5_5 & ~4_8 | 4_6 & 4_7 & ~5_2 | 4_6 & 5_4 & ~5_2 | 4_7 & 5_5 & ~4_8 | 4_7 & 5_5 & ~5_3 | 5_4 & 5_5 & ~4_8 | 4_5 & 4_6 & 4_7 & 5_4 | 4_6 & ~4_8 & ~5_2 | 4_6 & ~5_2 & ~5_3 | 4_7 & ~4_8 & ~5_2 | 5_5 & ~4_8 & ~5_3 | 4_5 & 4_6 & 4_7 & ~4_8 | 4_5 & 4_6 & 4_7 & ~5_3 | 4_5 & 4_6 & 5_4 & ~4_8 | 4_5 & 4_7 & 5_4 & ~5_2 | 4_5 & 5_4 & 5_5 & ~5_3 | 4_6 & 4_7 & 5_4 & ~4_8 | 4_6 & 4_7 & 5_4 & ~5_3 | 4_5 & 4_6 & ~4_8 & ~5_3 | 4_5 & 4_7 & ~5_2 & ~5_3 | 4_5 & 5_4 & ~4_8 & ~5_2 | 4_5 & 5_4 & ~5_2 & ~5_3 | 4_6 & 4_7 & ~4_8 & ~5_3 | 4_6 & 5_4 & ~4_8 & ~5_3 | 4_7 & 5_4 & ~5_2 & ~5_3 | 4_5 & ~4_8 & ~5_2 & ~5_3 | 5_4 & ~4_8 & ~5_2 & ~5_3 | 4_5 & 4_7 & 5_4 & ~4_8 & ~5_3
-0.17816288769245148	5_3 & 5_9 | 5_9 & ~5_6 | 5_2 & 5_4 & 5_9 | 5_4 & 5_8 & 5_9 | 5_2 & 5_3 & ~5_6 | 5_2 & 5_9 & ~5_5 | 5_3 & 5_4 & ~5_6 | 5_3 & 5_8 & ~5_6 | 5_4 & 5_9 & ~5_5 | 5_4 & 5_9 & ~5_7 | 5_8 & 5_9 & ~5_5 | 5_2 & 5_3 & 5_4 & 5_8 | 5_3 & ~5_5 & ~5_6 | 5_3 & ~5_6 & ~5_7 | 5_4 & ~5_5 & ~5_6 | 5_9 & ~5_5 & ~5_7 | 5_2 & 5_3 & 5_4 & ~5_5 | 5_2 & 5_3 & 5_4 & ~5_7 | 5_2 & 5_3 & 5_8 & ~5_5 | 5_2 & 5_4 & 5_8 & ~5_6 | 5_2 & 5_8 & 5_9 & ~5_7 | 5_3 & 5_4 & 5_8 & ~5_5 | 5_3 & 5_4 & 5_8 & ~5_7 | 5_2 & 5_3 & ~5_5 & ~5_7 | 5_2 & 5_4 & ~5_6 & ~5_7 | 5_2 & 5_8 & ~5_5 & ~5_6 | 5_2 & 5_8 & ~5_6 & ~5_7 | 5_3 & 5_4 & ~5_5 & ~5_7 | 5_3 & 5_8 & ~5_5 & ~5_7 | 5_4 & 5_8 & ~5_6 & ~5_7 | 5_2 & ~5_5 & ~5_6 & ~5_7 | 5_8 & ~5_5 & ~5_6 & ~5_7 | 5_2 & 5_4 & 5_8 & ~5_5 & ~5_7
0.09357200562953949	5_7 & 5_13 | 5_13 & ~5_10 | 5_6 & 5_8 & 5_13 | 5_8 & 5_12 & 5_13 | 5_6 & 5_7 & ~5_10 | 5_6 & 5_13 & ~5_9 | 5_7 & 5_8 & ~5_10 | 5_7 & 5_12 & ~5_10 | 5_8 & 5_13 & ~5_9 | 5_8 & 5_13 & ~5_11 | 5_12 & 5_13 & ~5_9 | 5_6 & 5_7 & 5_8 & 5_12 | 5_7 & ~5_9 & ~5_10 | 5_7 & ~5_10 & ~5_11 | 5_8 & ~5_9 & ~5_10 | 5_13 & ~5_9 & ~5_11 | 5_6 & 5_7 & 5_8 & ~5_9 | 5_6 & 5_7 & 5_8 & ~5_11 | 5_6 & 5_7 & 5_12 & ~5_9 | 5_6 & 5_8 & 5_12 & ~5_10 | 5_6 & 5_12 & 5_13 & ~5_11 | 5_7 & 5_8 & 5_12 & ~5_9 | 5_7 & 5_8 & 5_12 & ~5_11 | 5_6 & 5_7 & ~5_9 & ~5_11 | 5_6 & 5_8 & ~5_10 & ~5_11 | 5_6 & 5_12 & ~5_9 & ~5_10 | 5_6 & 5_12 & ~5_10 & ~5_11 | 5_7 & 5_8 & ~5_9 & ~5_11 | 5_7 & 5_12 & ~5_9 & ~5_11 | 5_8 & 5_12 & ~5_10 & ~5_11 | 5_6 & ~5_9 & ~5_10 & ~5_11 | 5_12 & ~5_9 & ~5_10 & ~5_11 | 5_6 & 5_8 & 5_12 & ~5_9 & ~5_11
-0.10839936137199402	5_11 & 5_17 | 5_17 & ~5_14 | 5_10 & 5_12 & 5_17 | 5_12 & 5_16 & 5_17 | 5_10 & 5_11 & ~5_14 | 5_10 & 5_17 & ~5_13 | 5_11 & 5_12 & ~5_14 | 5_11 & 5_16 & ~5_14 | 5_12 & 5_17 & ~5_13 | 5_12 & 5_17 & ~5_15 | 5_16 & 5_17 & ~5_13 | 5_10 & 5_11 & 5_12 & 5_16 | 5_11 & ~5_13 & ~5_14 | 5_11 & ~5_14 & ~5_15 | 5_12 & ~5_13 & ~5_14 | 5_17 & ~5_13 & ~5_15 | 5_10 & 5_11 & 5_12 & ~5_13 | 5_10 & 5_11 & 5_12 & ~5_15 | 5_10 & 5_11 & 5_16 & ~5_13 | 5_10 & 5_12 & 5_16 & ~5_14 | 5_10 & 5_16 & 5_17 & ~5_15 | 5_11 & 5_12 & 5_16 & ~5_13 | 5_11 & 5_12 & 5_16 & ~5_15 | 5_10 & 5_11 & ~5_13 & ~5_15 | 5_10 & 5_12 & ~5_14 & ~5_15 | 5_10 & 5_16 & ~5_13 & ~5_14 | 5_10 & 5_16 & ~5_14 & ~5_15 | 5_11 & 5_12 & ~5_13 & ~5_15 | 5_11 & 5_16 & ~5_13 & ~5_15 | 5_12 & 5_16 & ~5_14 & ~5_15 | 5_10 & ~5_13 & ~5_14 & ~5_15 | 5_16 & ~5_13 & ~5_14 & ~5_15 | 5_10 & 5_12 & 5_16 & ~5_13 & ~5_15
